id_str,created_at,text,user.screen_name,user.lang,coordinates.coordinates
"927625044511088640","Mon Nov 06 19:53:39 +0000 2017","@Amilyyyy https://t.co/wTRr2AVayP","camdenreanna","en",
"927625049376358400","Mon Nov 06 19:53:40 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","berlin_demarco","en",
"927625055902879744","Mon Nov 06 19:53:42 +0000 2017","I was sleep on ""blue cheese"" at first but that song is to nice","b_rabbit281","en",
"927625056594821126","Mon Nov 06 19:53:42 +0000 2017","Cheese fries sound so good right now","EmSwan28","en",
"927625057488252929","Mon Nov 06 19:53:42 +0000 2017","water shortage, wing n egg shortage, Burger King chili cheese sauce shortage, butter + bread increase yet, we congregate in the name of tet","imanlewis_","en",
"927625061170851840","Mon Nov 06 19:53:43 +0000 2017","@DTraynier My biggest achievement was to get vegan mac and cheese from tesco. Oh lovely holidays. I may finally renew my passports. Maybe.","stillawake","en",
"927625061179240449","Mon Nov 06 19:53:43 +0000 2017","hmmm not sure abot this new trend... https://t.co/SQFIeiauCR","LaPopoteuse","en",
"927625068502441984","Mon Nov 06 19:53:45 +0000 2017","RT @TillamookCheese: This #NationalNachosDay, double down on Farmstyle Cut Shredded Cheese. Trade up tortilla chips for baked cheese chi… ","JBPositiveVibes","en",
"927625072818388993","Mon Nov 06 19:53:46 +0000 2017","RT @DIYcookery: Tater tot waffle grilled cheese 👌 https://t.co/noWuzVtCSA","jordanfreeman07","en",
"927625074907205632","Mon Nov 06 19:53:46 +0000 2017","RT @youre_whack: Lie tf again , that shit use to snatch tf out of my tickets ... that’s that new Chuck E Cheese . Cause the old one… ","Lupaaaa24","en",
"927625075729354752","Mon Nov 06 19:53:47 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","jessica_hyland","en",
"927625083794927616","Mon Nov 06 19:53:49 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","ViceAndVirtues_","en",
"927625086143795200","Mon Nov 06 19:53:49 +0000 2017","And Im on my 5th grilled cheese 😐 https://t.co/itNxtlNAXA","MsLo0ny","en",
"927625088190636033","Mon Nov 06 19:53:50 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","Anthmpeterson","en",
"927625088211369984","Mon Nov 06 19:53:50 +0000 2017","@realDonaldTrump https://t.co/9qcKtfCGNs","ArtisticTrucker","en",
"927625092078563328","Mon Nov 06 19:53:51 +0000 2017","pair with cheese-flavored prosecco https://t.co/2klBfzQwhn","wagz2it","en",
"927625106880434177","Mon Nov 06 19:53:54 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","Aaliyah1780","en",
"927625110521073665","Mon Nov 06 19:53:55 +0000 2017","RT @Puritanjalen: you hustling backwards if you ain't stacking yo cheese","EL__Cheff","en",
"927625111926136832","Mon Nov 06 19:53:55 +0000 2017","@madisonrice121 DONT FORGET https://t.co/c9q8Ji6zAA","suttoncaitlyn","en",
"927625113385816064","Mon Nov 06 19:53:56 +0000 2017","3/3continued: Pasta,Jelly,PB,Bag of Rice,Velveeta Shells and Cheese,Ramen,Apple Sauce,Crackers,Granola Bars,Box of Noodles,Microwave Popcorn","MHSSHH","en",
"927625123607101440","Mon Nov 06 19:53:58 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","jesscalera97","en",
"927625123959521280","Mon Nov 06 19:53:58 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","PaulSmithTO","en",
"927625127889694720","Mon Nov 06 19:53:59 +0000 2017","@Vlokk3n is it the ones where there’s mini cheese wheels in the red wrapping paper","rabocseo","en",
"927625128464171008","Mon Nov 06 19:53:59 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","brianaagisselle","en",
"927625129529659394","Mon Nov 06 19:53:59 +0000 2017","@_Q_the_Great I was good I just got kfc mac n cheese to go with my Brussel sprouts and crabless cakes","MissUnpop","en",
"927625131370926081","Mon Nov 06 19:54:00 +0000 2017","RT @Blake_21_65__: Over a good mesquite fire with some chupacabra seasoning and you could add some Mac and cheese or something on the… ","millernoah99","en",
"927625132280967178","Mon Nov 06 19:54:00 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","ArtisticTrucker","en",
"927625134382440449","Mon Nov 06 19:54:01 +0000 2017","RT @TheCreativeBite: Baked Bleu Cheese is an easy and amazingly flavorful appetizer! https://t.co/Ll7siYnbxk https://t.co/cW1esvSsWf","WillCook4Smiles","en",
"927625136026607616","Mon Nov 06 19:54:01 +0000 2017","2 Chainz ft Migos - Blue Cheese #Music NowPlaying on #HotVybeRadio.com","HotVybeRadio","en",
"927625136034975746","Mon Nov 06 19:54:01 +0000 2017","RT @SundayBrunchC4: Now that we'd like to try... 🧀🥂\n*please eat prosecco flavoured cheese responsibly. https://t.co/ZFufOjtAkL","NadineErskine","en",
"927625137528111105","Mon Nov 06 19:54:01 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","diaanaaisaabel","en",
"927625141827358721","Mon Nov 06 19:54:02 +0000 2017","@BioMickWatson Yellow is cheese and onion\nBlue is salt and vinegar\n\nAnything else is madness","pathogenomenick","en",
"927625141814775809","Mon Nov 06 19:54:02 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","_MaaaryJaane","en",
"927625142154428416","Mon Nov 06 19:54:02 +0000 2017","Same for foie gras leaving from France. « Cooked dough » cheeses (comté) are ok but blue cheese, Camembert, are not… https://t.co/hwsPmsGcvf","martinmichelot","en",
"927625149268025350","Mon Nov 06 19:54:04 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","csusier","en",
"927625149783818240","Mon Nov 06 19:54:04 +0000 2017","RT @TIME: Pink prosecco-flavored cheese is now a thing https://t.co/4KWDXlAW9n","laxmanbaral3","en",
"927625154246709248","Mon Nov 06 19:54:05 +0000 2017","@Clare875 it’s finally happening, all those letters I sent worked https://t.co/1Fz59JoIi5","theothercoogan","en-gb",
"927625168486326273","Mon Nov 06 19:54:09 +0000 2017","😂😂😂😂💀💀💀 https://t.co/G0qAmfkLfY","MariposaRebeca","en",
"927625174588858368","Mon Nov 06 19:54:10 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","Dilly_Bob_","en",
"927625174974894080","Mon Nov 06 19:54:10 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","cecjalice","en",
"927625178368172032","Mon Nov 06 19:54:11 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","upstately","en",
"927625183657119744","Mon Nov 06 19:54:12 +0000 2017","Sent Sue all the way to @asda for a cheese advent calendar &amp; they don't even have them! Sort it out! https://t.co/hYOnPa3c9s","AliiAlii_","en",
"927625184508547073","Mon Nov 06 19:54:13 +0000 2017","RT @youre_whack: Lie tf again , that shit use to snatch tf out of my tickets ... that’s that new Chuck E Cheese . Cause the old one… ","jayxforeign","en",
"927625189675995136","Mon Nov 06 19:54:14 +0000 2017","RT @iloveweirdtweet: I’m a sucker for a good cheese board 🐀 🧀 #food #weird https://t.co/URo14EFITr","phantomdiva333","en",
"927625190779080705","Mon Nov 06 19:54:14 +0000 2017","@Lamb123V @Susansm70570449 @MuddlesDog @Rocio__1 @tlhngan @badpiratemonkey @aSetbur cheese is probably one of the b… https://t.co/Hvi1gP9PP2","Lpowell588Lady","en",
"927625199192891394","Mon Nov 06 19:54:16 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","GonzoChrist69","en",
"927625201918951424","Mon Nov 06 19:54:17 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","ktuwatp","en",
"927625204607614977","Mon Nov 06 19:54:17 +0000 2017","Some please tell me how you can fuck up making microwavable macaroni and cheese","elenimarien_","en",
"927625208177012737","Mon Nov 06 19:54:18 +0000 2017","RT @SBereziartua: Today we are in Madrid enjoying the union of our #cider and #cheese in the II Conference @qdequesos. https://t.co/qZOT8Sy…","LifesNiceDrinks","en",
"927625209405935616","Mon Nov 06 19:54:19 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","Danniadgaf","en",
"927625210563584010","Mon Nov 06 19:54:19 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","OFFICIALMIGGIE","en",
"927625210806673408","Mon Nov 06 19:54:19 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","_pinche_amber","en",
"927625217790312448","Mon Nov 06 19:54:21 +0000 2017","RT @TIME: Pink prosecco-flavored cheese is now a thing https://t.co/4KWDXlAW9n","SarieFredericks","en",
"927625217165291522","Mon Nov 06 19:54:20 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","ivehaditalready","en",
"927625217865895936","Mon Nov 06 19:54:21 +0000 2017","RT @ValBanger: @thereeezy Customer:can I get a pep &amp; cheese pizza\nMe:ok 1 cheese &amp; 1 pep\nCust:1 pep &amp; cheese\nMe:so a pep?\nCust:w/… ","juwann22","en",
"927625221103857664","Mon Nov 06 19:54:21 +0000 2017","Most diet French cheese yet tasty: cancoillote (by Lehman from Doubs, East of FR, near my birth place), near-liquid… https://t.co/10IhYeltk1","mandubian","fr",
"927625224576733184","Mon Nov 06 19:54:22 +0000 2017","RT @TimmySeiler: Waitress says ""Say when"" when grating my cheese. I never say when. The room fills with parmesan. There are no survivors.","ms_my_name","en",
"927625225466011651","Mon Nov 06 19:54:22 +0000 2017","@angela_sasso Yum. I love lobster Mac n cheese but I usually use the Barefoot Contessa recipe.","rtidwell730","en",
"927625225335865344","Mon Nov 06 19:54:22 +0000 2017","@BolyardsMeat ha! I won too! Mmm sammies👍🏼 BTW forgot to tell you to put some melty cheese on that. I didn't have any left","BalkanTreatBox","en",
"927625226569076736","Mon Nov 06 19:54:23 +0000 2017","RT @TIME: Pink prosecco-flavored cheese is now a thing https://t.co/4KWDXlAW9n","Ladi_Dairo","en",
"927625225629442048","Mon Nov 06 19:54:22 +0000 2017","Craving some gooey cheese? Ditch the nachos and try some #MacNCheetos. https://t.co/KDl5dkVCGo #NationalNachosDay… https://t.co/hz5iOwUvks","eatmywords","en",
"927625228221632514","Mon Nov 06 19:54:23 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","karrymars","en",
"927625236245250048","Mon Nov 06 19:54:25 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","_yezkkg","en",
"927625239135125504","Mon Nov 06 19:54:26 +0000 2017","RT @novixv: Thanks to whoever created broccoli cheddar soup. I used to get some weird looks when I was just eating bowls of cheese sauce.","BatBatshitcrazy","en",
"927625242289299456","Mon Nov 06 19:54:26 +0000 2017","RT @Phibear94: FBI background check accomplished to buy gas? If so where?\n\nStop talking @Mikel_Jollett about things you know nothi… ","2000Armyofone","en",
"927625244914933760","Mon Nov 06 19:54:27 +0000 2017","RT @youre_whack: Lie tf again , that shit use to snatch tf out of my tickets ... that’s that new Chuck E Cheese . Cause the old one… ","jayy_belle","en",
"927625244281573376","Mon Nov 06 19:54:27 +0000 2017","Cheese is pointless https://t.co/hYFmuMt4wm","iamfrankmaina","en",
"927625245564923906","Mon Nov 06 19:54:27 +0000 2017","I thought we were friends. https://t.co/Npadu6wgua","MiguelMiguel874","en",
"927625249935515650","Mon Nov 06 19:54:28 +0000 2017","What do you call cheese that isn't yours? #NationalNachosDay https://t.co/WGUaCrNhSB","Vol_of_America","en",
"927625253785886720","Mon Nov 06 19:54:29 +0000 2017","RT @TIME: Pink prosecco-flavored cheese is now a thing https://t.co/4KWDXlAW9n","SSFATIMA","en",
"927625255132258304","Mon Nov 06 19:54:29 +0000 2017","@josephineeemh You know that’s not real cheese, right Jo? 😉","ashbreeeezy","en",
"927625257824997376","Mon Nov 06 19:54:30 +0000 2017","Ohhh I’m definitely having baked mac and cheese for dinner fuck this diet","IamStephSimone","en",
"927625260098138112","Mon Nov 06 19:54:31 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","emminaaaa_","en",
"927625261180481540","Mon Nov 06 19:54:31 +0000 2017","RT @jhvncarlos: Loves him some cheese &amp; what lovers do ft @sza 😂 https://t.co/P4COsw2cUF","Ivan_ferreira17","en-gb",
"927625266268078080","Mon Nov 06 19:54:32 +0000 2017","RT @RydelLynch: Ellington &amp; I️ are fighting over my cheese danish in the grocery store. i️ already gave him two bites. 🙄🤨 MINE. lol","mendesxr5","es",
"927625268155609088","Mon Nov 06 19:54:33 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","_qynisha_","en",
"927625270089125894","Mon Nov 06 19:54:33 +0000 2017","RT @EverythingG0LD: Bruh this just made me want a bacon egg and cheese I'm mad af lmfao 😂🙌🏾 https://t.co/YeB6FzCjdp","bALDandBoujEE","en",
"927625275319472128","Mon Nov 06 19:54:34 +0000 2017","RT @NASA: For #NationalNachosDay we flashback to @Astro2fish’s epic @Space_Station creation…Towers of Awesome Fiesta Tastines… ","THESuperChiver","en",
"927625282206363648","Mon Nov 06 19:54:36 +0000 2017","😂😂😂😂 https://t.co/4o54AQonch","_Claaauudiaaa","en",
"927625283880062976","Mon Nov 06 19:54:36 +0000 2017","@dralangrayson Mashed potato (potato, butter, salt and pepper) spread over tinned salmon and sweet corn then topped… https://t.co/YTKpb5j4zZ","DrSimonMc","en",
"927625292125892610","Mon Nov 06 19:54:38 +0000 2017","RT @GerrardNan: ร้านjames cheese back ribs เปิดใหม่ที่ctw ร้านซี่โครงbbqพันชีสจากเกาหลี ซี่โครงรสชาติดีแต่อย่างอื่นกลางๆ แพงไปหน่อย… ","miewkanthana","en",
"927625293006696448","Mon Nov 06 19:54:38 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","stephjoylove96","en",
"927625301252767749","Mon Nov 06 19:54:40 +0000 2017","🤔 https://t.co/jnGG3zDwfB","EatWithSpencer","en-gb",
"927625301781303296","Mon Nov 06 19:54:41 +0000 2017","I told my nephew I was gone take him to chuck e cheese but I honestly don't want to lol 🤦🏽‍♀️","MarkeishaRenee_","en",
"927625306021785600","Mon Nov 06 19:54:42 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","SemsLens","en",
"927625307137495040","Mon Nov 06 19:54:42 +0000 2017","RT @TIME: Pink prosecco-flavored cheese is now a thing https://t.co/4KWDXlAW9n","JuanAlejandroCV","en",
"927625307279982595","Mon Nov 06 19:54:42 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","tahzjha87","en",
"927625310631317504","Mon Nov 06 19:54:43 +0000 2017","RT @rabocseo: @Vlokk3n is it the ones where there’s mini cheese wheels in the red wrapping paper","Vlokk3n","en",
"927625315190370304","Mon Nov 06 19:54:44 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","chelee86","en",
"927625319527469063","Mon Nov 06 19:54:45 +0000 2017","Omg 😋😻 https://t.co/8URUJTJicw","Lew4Mari","en",
"927625325462409216","Mon Nov 06 19:54:46 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","wholelottanaz","en",
"927625329149067264","Mon Nov 06 19:54:47 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","swisha_ivonne","en",
"927625330667372544","Mon Nov 06 19:54:47 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","Angela60128024","en",
"927625331070074881","Mon Nov 06 19:54:48 +0000 2017","RT @IAMDJLIVE: If it nuh come from inside di oven unnu can keep it. Wi nuh want it https://t.co/VI0IHSxbye","CourtsB_","en",
"927625332835971072","Mon Nov 06 19:54:48 +0000 2017","RT @ItsFoodPorn: Cheese and Bacon Fries are what I need right now... https://t.co/1Rf8iZlMpe","nininisha1","en",
"927625334568210432","Mon Nov 06 19:54:48 +0000 2017","@presentsqueen White Stilton with ginger 👍 mint chocolate cheese 😡","cardiffbites","en",
"927625351986999297","Mon Nov 06 19:54:53 +0000 2017","It’s Candied yams Mac and cheese season 🤤😍 I’m ready to eat it all month","ThisNiggaMondre","en",
"927625358052077568","Mon Nov 06 19:54:54 +0000 2017","RT @SCI_Official: Bid now on a 3-night NYE package for SCI at @capitoltheatre in New York! Proceeds benefit @Mimifishman Foundation! https:…","Yo_Martinez","en",
"927625361034158080","Mon Nov 06 19:54:55 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","neaner069","en",
"927625361248145410","Mon Nov 06 19:54:55 +0000 2017","RT @YungGrasshoppah: This baked vegan mac and cheese was so good, its got like three cheeses in it and I don’t remember which ones💛 https:/…","collard_greens","en",
"927625363206766592","Mon Nov 06 19:54:55 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","KGonzalez33","en",
"927625370710495232","Mon Nov 06 19:54:57 +0000 2017","I now have some of the NEWEST CHEESE IN THE UK!!! ONLY IN Production FOR a few weeks @Homage2Fromage  taste it on Thursday!!","VerbalID","en",
"927625376200888322","Mon Nov 06 19:54:58 +0000 2017","I want mac &amp; cheese NOW","ChrissyCorleone","en",
"927625376842600450","Mon Nov 06 19:54:58 +0000 2017","I really want my famous Mac and cheese lmao that would smackkkkkkk rn","nanaboo_98","en",
"927625381108207618","Mon Nov 06 19:54:59 +0000 2017","RT @RedMagDaily: You can now buy pink Prosecco flavoured cheese: https://t.co/mDiuSBlkPZ https://t.co/Hp8eeBTadE","jesuisjulupus","en",
"927625387798122498","Mon Nov 06 19:55:01 +0000 2017","And a hug  and last Summer again https://t.co/8GrV2Qz7Zb","avia_hurley","en",
"927625387915563008","Mon Nov 06 19:55:01 +0000 2017","RT @RydelLynch: Ellington &amp; I️ are fighting over my cheese danish in the grocery store. i️ already gave him two bites. 🙄🤨 MINE. lol","R5_Turkey_R5","en",
"927625388678963201","Mon Nov 06 19:55:01 +0000 2017","RT @imanlewis_: water shortage, wing n egg shortage, Burger King chili cheese sauce shortage, butter + bread increase yet, we congregate in…","alexandratruter","en",
"927625391409213440","Mon Nov 06 19:55:02 +0000 2017","My feet feel like someone took a cheese grater and rubbed it against them continuously. WHAT IS THIS PAIN I NEVER WANT TO WALK AGAIN","UhAlondraYup","en",
"927625399701565440","Mon Nov 06 19:55:04 +0000 2017","i got a salad and 1/4 of it was cheese...yeah let me get my vitamins along with high cholesterol 🙃","WoozisKactus","en",
"927625401412800512","Mon Nov 06 19:55:04 +0000 2017","Hear Kurt Weill’s Newly Discovered Song “Lied vom weissen Käse” “Song of the White Cheese” Ute Gfrerer &amp; Shane Schag\nhttps://t.co/nt64LjaJvO","lisawmusic","en",
"927625399621652480","Mon Nov 06 19:55:04 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","DrSue16","en",
"927625405149757440","Mon Nov 06 19:55:05 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","idkpaullette","en",
"927625416184967168","Mon Nov 06 19:55:08 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","kiimyadira","en",
"927625419754438656","Mon Nov 06 19:55:09 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","Jeffrey61356340","en",
"927625419758510080","Mon Nov 06 19:55:09 +0000 2017","What cheese is made backwards? Edam.  https://t.co/ZbEX8ijUPF","TrinittyBabe","en",
"927625421771956224","Mon Nov 06 19:55:09 +0000 2017","Why would you want anything without alcohol to taste like alcohol? Ur not gonna get drunk off the flavor https://t.co/tvQeStJ16H","yvng_lorde","en",
"927625422585585665","Mon Nov 06 19:55:09 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","xoevelinaa","en",
"927625424183599104","Mon Nov 06 19:55:10 +0000 2017","RT @TheDIYideas: Potato Bacon Cheese Ball https://t.co/ZTQZFTNJAm","CarlosOrtiz__","es",
"927625427715158021","Mon Nov 06 19:55:11 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","Nerilyn74855642","en",
"927625431913844736","Mon Nov 06 19:55:12 +0000 2017","Raw power! Why we need a campaign for real cheese https://t.co/LA6YogGo8S","bingomouse75","en",
"927625438003785730","Mon Nov 06 19:55:13 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","Karrrrli","en",
"927625438473617410","Mon Nov 06 19:55:13 +0000 2017","Say cheese! Amazon wants to size you up for #fashion purchases with 3D body camera https://t.co/ibQX3ahfdM\n\n#ecommerce #retail","VirtualMarketer","en",
"927625438985375745","Mon Nov 06 19:55:13 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","curlygoddessss","en",
"927625449357938688","Mon Nov 06 19:55:16 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","MuppieNumbaNine","en",
"927625451555651586","Mon Nov 06 19:55:16 +0000 2017","RT @camp_pindrops: Ya, I did that..... Had to get this Big Cheese Urkel from badpins… https://t.co/6nbiD3n8Kn","cynthialcaudill","en",
"927625457171877888","Mon Nov 06 19:55:18 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","jonathan_kramer","en",
"927625457712975878","Mon Nov 06 19:55:18 +0000 2017","Someone give this poor girl a cheese burger https://t.co/n4wcGogJV8","esabella_setaro","en",
"927625466189570048","Mon Nov 06 19:55:20 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","amy_swanoski","en",
"927625469800976384","Mon Nov 06 19:55:21 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","m1chellemor3no","en",
"927625469704404994","Mon Nov 06 19:55:21 +0000 2017","RT @leathershirts: i feel like aged cheese","Sadie_Sekerak","en",
"927625470786621440","Mon Nov 06 19:55:21 +0000 2017","RT @imoutodere: @Vipitoge @chhhou technically it could be possible you can eat 500g of cheese and wouldnt notice anything but a bowl of cer…","cerealsmiamiam","fr",
"927625474980769792","Mon Nov 06 19:55:22 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","_emmelyy","en",
"927625478441234433","Mon Nov 06 19:55:23 +0000 2017","@molratty @EF517_V2 Rub some cheese on it and walk it off","liars_never_win","en",
"927625481574387713","Mon Nov 06 19:55:23 +0000 2017","RT @iamwilliewill: This shit look better than the baddest bitch you can think of https://t.co/R1Ybnl7CvZ","Colormekhari","en",
"927625475643625472","Mon Nov 06 19:55:22 +0000 2017","The Stanley Cup Popcorn maker -- also good as a serving bowl for #nacho cheese dip. #NationalNachosDay @NHL… https://t.co/l4ygSAN6K8","pangeabrands","en",
"927625482899787777","Mon Nov 06 19:55:24 +0000 2017","RT @Mikel_Jollett: U.S. products that are MORE regulated than guns:\n\ngas\ncars\nwine\nmeat\nboats\ncheese\nhouses\nair travel\nbatteries\ncel phones…","JudyMc94115126","en",
"927625492982845443","Mon Nov 06 19:55:26 +0000 2017","@_Curleelox cheese &amp; rice 😂😲","shay_muhree","en",
"927625495184855040","Mon Nov 06 19:55:27 +0000 2017","@BeyoncesNum1fan Omg my favorite are the Aussie Cheese Fries! 😍😍 they are to die for. \nI’m pressed they don’t have them in Chicago fr 😭","ThereGoJerry","en",
"927625497516892160","Mon Nov 06 19:55:27 +0000 2017","RT @VerbalID: I now have some of the NEWEST CHEESE IN THE UK!!! ONLY IN Production FOR a few weeks @Homage2Fromage  taste it on Thursday!!","iphigenie","en",
"927625497499987968","Mon Nov 06 19:55:27 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","jj_alanismena","en",
"927625498213146625","Mon Nov 06 19:55:27 +0000 2017","RT @youre_whack: Lie tf again , that shit use to snatch tf out of my tickets ... that’s that new Chuck E Cheese . Cause the old one… ","NMalveaux","en",
"927625499936993283","Mon Nov 06 19:55:28 +0000 2017","RT @__tdx: cajun shrimp and spinach mac n cheese 🤤 #notalfredo https://t.co/SMknSn2GsT","Colormekhari","en",
"927625500201062400","Mon Nov 06 19:55:28 +0000 2017","It's Monday so you know what that means... Fresh cheese curd day, come and get them.","brightcheese","en",
"927625501245562880","Mon Nov 06 19:55:28 +0000 2017","RT @HancelPacheco: If I take you to Disneyland we getting married. No mames $100+ para ver una rata. Mejor te llevo a chukee e cheese. La c…","ybeett_","en",
"927625503154032641","Mon Nov 06 19:55:29 +0000 2017","RT @Ayye_pap: Look up Marlon, say cheese 😁😅 https://t.co/jOVZFOwdal","jiyahbinxs","en",
